,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
173,Schöne 3-Zimmerwohnung nahe S-Bahnhof Osdorfer Straße,https://www.immobilienscout24.de/expose/113804322,965.1,235.0,120.0,1320.1,3x Nettokaltmiete,2 von 4,111.96,3,2.0,1.0,,,1989.0,,Gepflegt,Zentralheizung,Öl,liegt zur Besichtigung vor,,,cityofberlin Immobilien,"12207 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12207 Berlin,,Lichterfelde,Steglitz,8.620042872454448,StZe,Stegl
177,"modern, geschmackvoll, sehr schön möbliert",https://www.immobilienscout24.de/expose/115442219,1480.0,200.0,0.0,1680.0,3 Nettokaltmieten,1,60.0,2,1.0,1.0,True,True,2015.0,,Erstbezug,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,,Florin Immobilien Berner Straße 51 12205 Berlin,"10119 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10119 Berlin,,Prenzlauer Berg,Prenzlauer Berg,24.666666666666668,Pank,Prenz
179,*NEU* WG-geeignete 3 Zimmer mit Einbauküche und Balkon am U-Bhf. Mierendorffplatz (U7),https://www.immobilienscout24.de/expose/115453773,1050.0,188.0,125.0,1363.0,3 Nettokaltmieten,2 von 5,104.52,3,3.0,1.0,,True,1900.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,184.2,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"10589 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10589 Berlin,,Charlottenburg,Charlottenburg,10.045924225028703,ChWi,Charl
199,High-End living in der City-West,https://www.immobilienscout24.de/expose/115208162,2700.0,290.0,0.0,2990.0,8100,3,118.0,2,1.0,2.0,True,True,2015.0,,,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,22.88135593220339,ChWi,Charl
213,!! Außergewöhnlich !! 3 Dachgeschoß-Flächen - für Kreative !! SEHR attraktive Konditionen !! 1A-Lage,https://www.immobilienscout24.de/expose/114620451,2814.4,845.0,0.0,3659.4,3 Kaltmieten,,281.44,8,,,True,,,,,Zentralheizung,Fernwärme,laut Gesetz nicht erforderlich,,,MA Master Alliance Unternehmensberatung GmbH Immobilienvertrieb Scharnhorststraße 2A 10115 Berlin,"10719 Berlin - Kurfürstendamm, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10719 Berlin - Kurfürstendamm,,Charlottenburg,Charlottenburg,10.0,ChWi,Charl
214,Erstbezug in lichtdurchfluteter Villenetage,https://www.immobilienscout24.de/expose/114622551,2000.0,400.0,0.0,2600.0,3 Kaltmieten,,130.0,3,2.0,2.0,,,1930.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"14109 Berlin, Wannsee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14109 Berlin,,Wannsee,Zehlendorf,15.384615384615385,StZe,Zehld
217,Exklusiver Erstbezug in den „Mulberry Yards“,https://www.immobilienscout24.de/expose/114792794,2000.0,250.0,0.0,2250.0,3 Nettokaltmieten,2,90.0,3,2.0,2.0,True,True,2019.0,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,22.22222222222222,ChWi,Wilmd
221,Nahe Schloß Charlottenburg – großzügig geschnitten - attraktive Erdgeschoss-Wohnung,https://www.immobilienscout24.de/expose/114764945,1420.0,236.0,200.0,1856.0,3 Kaltmieten,,138.77,4,,,,,1918.0,2018.0,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,172.0,MA Master Alliance Unternehmensberatung GmbH Immobilienvertrieb Scharnhorststraße 2A 10115 Berlin,"10587 Berlin - Lohmeyerstraße, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10587 Berlin - Lohmeyerstraße,,Charlottenburg,Charlottenburg,10.232759241911076,ChWi,Charl
222,Erstbezug: Exklusive Altbauwohnung nahe Ku´Damm,https://www.immobilienscout24.de/expose/114798397,2200.0,350.0,0.0,2550.0,3 Kaltmieten,2 von 4,124.0,3,1.0,2.0,True,True,,,,,,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10711 Berlin,,Wilmersdorf,Wilmersdorf,17.741935483870968,ChWi,Wilmd
223,Erstbezug im Neubauprojekt SUED1,https://www.immobilienscout24.de/expose/114798411,1500.0,205.0,0.0,1705.0,3 Nettokalt-Mieten,0,82.0,3,2.0,2.0,True,True,,,Erstbezug,,,liegt zur Besichtigung vor,,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"14199 Berlin, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin,,Schmargendorf,Wilmersdorf,18.29268292682927,ChWi,Wilmd
225,Stilvoll möblierte Altbauwohnung nahe KaDeWe,https://www.immobilienscout24.de/expose/114845656,2500.0,305.0,0.0,2805.0,3 Netto-Kaltmieten,5 von 5,114.0,4,3.0,1.0,,True,1910.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10787 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10787 Berlin,,Schöneberg,Schöneberg,21.92982456140351,TSch,Schön
227,Exklusiv möblierte Altbauwohnung nahe KaDeWe,https://www.immobilienscout24.de/expose/114845895,2400.0,295.0,0.0,2695.0,3 Netto-Kaltmieten,5 von 5,110.0,3,2.0,1.0,,True,1910.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10787 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10787 Berlin,,Schöneberg,Schöneberg,21.818181818181817,TSch,Schön
231,!! Außergewöhnlich !! 3 Dachgeschoß-Flächen - für Kreative !! SEHR attraktive Konditionen !! 1A-Lage,https://www.immobilienscout24.de/expose/114619449,2338.6,702.0,0.0,3040.6,3 Kaltmieten,,233.86,5,,,True,,,,,Zentralheizung,Fernwärme,laut Gesetz nicht erforderlich,,,MA Master Alliance Unternehmensberatung GmbH Immobilienvertrieb Scharnhorststraße 2A 10115 Berlin,"10719 Berlin - Kurfürstendamm, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10719 Berlin - Kurfürstendamm,,Charlottenburg,Charlottenburg,9.999999999999998,ChWi,Charl
234,Erstbezug mit Sonnenterrasse im Mulberry Yards,https://www.immobilienscout24.de/expose/113592590,1650.0,250.0,0.0,1900.0,3 Nettokalt-Mieten,0,90.0,3,2.0,2.0,True,,,,Erstbezug,,,liegt zur Besichtigung vor,,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,18.333333333333332,ChWi,Wilmd
235,Stilvoll möblierte Wohnung nahe KaDeWe,https://www.immobilienscout24.de/expose/113649632,5400.0,600.0,0.0,6000.0,3 Nettokalt-Mieten,4 von 4,224.0,7,6.0,2.0,True,True,,2019.0,,Fernwärme,,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10787 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10787 Berlin,,Schöneberg,Schöneberg,24.107142857142858,TSch,Schön
237,Erstbezug im exklusiven „Mulberry Yards“,https://www.immobilienscout24.de/expose/113729729,1480.0,250.0,0.0,1730.0,3 Nettokalt-Mieten,0 von 5,90.0,3,2.0,2.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,16.444444444444443,ChWi,Wilmd
241,Erstbezug in liebevoll saniertem Reihenendhaus,https://www.immobilienscout24.de/expose/114281850,2600.0,350.0,0.0,2950.0,3 Nettokalt-Mieten,,100.0,4,2.0,2.0,,True,1957.0,2019.0,Erstbezug nach Sanierung,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"14199 Berlin, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin,,Schmargendorf,Wilmersdorf,26.0,ChWi,Wilmd
242,Moderne Maisonette-Wohnung in Bestlage,https://www.immobilienscout24.de/expose/113980590,2184.0,250.0,0.0,2434.0,6552,4,112.0,3,2.0,1.0,True,True,2015.0,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,19.5,ChWi,Charl
248,Luxuswohnung in Mitte - Wohnen am Spittelmarkt,https://www.immobilienscout24.de/expose/114514143,5000.0,465.0,0.0,5465.0,15000.00,7 von 7,186.15,5,3.0,2.0,True,True,2017.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,DAHLER & COMPANY Berlin GmbH & Co. KG Kurfürstendamm 196 10707 Berlin,"10117 Berlin / Mitte, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10117 Berlin / Mitte,,Mitte,Mitte,26.86005909213,Mitt,Mitte
249,!! Außergewöhnlich !! 3 Dachgeschoß-Flächen - für Kreative !! SEHR attraktive Konditionen !! 1A-Lage,https://www.immobilienscout24.de/expose/114604259,1542.9,464.0,0.0,2006.9,3 Kaltmieten,,154.29,3,,,True,,,,,Zentralheizung,Fernwärme,laut Gesetz nicht erforderlich,,,MA Master Alliance Unternehmensberatung GmbH Immobilienvertrieb Scharnhorststraße 2A 10115 Berlin,"10719 Berlin - Kurfürstendamm, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10719 Berlin - Kurfürstendamm,,Charlottenburg,Charlottenburg,10.000000000000002,ChWi,Charl
251,No.1 Charlottenburg – Erstbezug an der Spree,https://www.immobilienscout24.de/expose/114580300,1200.0,235.0,0.0,1435.0,3 Monatsnettokaltmieten,2,53.0,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,,,,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10623 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10623 Berlin,,Charlottenburg,Charlottenburg,22.641509433962263,ChWi,Charl
253,Exklusives Erdgeschoss mit Blick auf den Halensee,https://www.immobilienscout24.de/expose/114121737,3670.0,470.0,0.0,4140.0,3 Nettokalt-Mieten,0 von 4,153.0,"3,5",2.0,2.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14193 Berlin,,Grunewald,Wilmersdorf,23.986928104575163,ChWi,Wilmd
260,Luxuswohnung in Mitte - Wohnen am Spittelmarkt!,https://www.immobilienscout24.de/expose/100758033,4500.0,465.0,0.0,4965.0,13500.00,7 von 7,186.15,5,3.0,2.0,True,True,2017.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,DAHLER & COMPANY Berlin GmbH & Co. KG Kurfürstendamm 196 10707 Berlin,"10117 Berlin / Mitte, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10117 Berlin / Mitte,,Mitte,Mitte,24.174053182917003,Mitt,Mitte
268,Exklusives Luxuspenthouse in bester Lage,https://www.immobilienscout24.de/expose/108319408,12000.0,3500.0,0.0,15500.0,3-Nettokalt-Mieten,3 von 3,364.0,4,3.0,3.0,True,True,2008.0,2009.0,,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"14195 Berlin, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14195 Berlin,,Schmargendorf,Wilmersdorf,32.967032967032964,ChWi,Wilmd
271,Voll möblierte Wohnung nähe Humboldthain - Einziehen und wohlfühlen,https://www.immobilienscout24.de/expose/115437732,1200.0,,0.0,1200.0,3 Nettokaltmieten,,60.34,2,2.0,1.0,,,1900.0,,Gepflegt,,Gas,liegt vor,Bedarfsausweis,,Berlin City Properties Martin-Luther-Straße 47 10779 Berlin,"13357 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13357 Berlin,,Wedding,Wedding,19.887305270135897,Mitt,Weddg
273,Luxus Dachgeschoss im Loftstil,https://www.immobilienscout24.de/expose/113184836,9500.0,760.0,0.0,9774.0,3 Nettokalt-Mieten,,274.0,5,3.0,4.0,True,True,1900.0,,,,Fernwärme,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,34.67153284671533,ChWi,Charl
274,Erstbezug im hochwertig sanierten Altbau unweit der Rehwiese,https://www.immobilienscout24.de/expose/113244259,2800.0,450.0,0.0,3250.0,3 Netto-Kalt-Mieten,1 von 2,152.0,5,3.0,2.0,,True,1900.0,2019.0,,,Erdgas leicht,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"14129 Berlin, Nikolassee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14129 Berlin,,Nikolassee,Zehlendorf,18.42105263157895,StZe,Zehld
280,"Co-Living/ all inclusive in möblierter, Altbauwohnung",https://www.immobilienscout24.de/expose/115420575,500.0,295.0,0.0,795.0,1500,1 von 5,18.7,1,1.0,1.0,,True,,,,,,,,,Wolff + Wolff Immobilien GmbH,"10779 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10779 Berlin,,Schöneberg,Schöneberg,26.737967914438503,TSch,Schön
291,"Penthouse mit 2 Bädern, 2 Dachterrassen, EBK und TG im Neubau-Erstbezug",https://www.immobilienscout24.de/expose/115565639,1798.0,300.0,0.0,2098.0,5394.00,6 von 6,100.22,3,,,True,True,2019.0,,Erstbezug,Fernwärme,Gas,liegt vor,Bedarfsausweis,,Argos Real Estate GmbH Danziger Str. 51 10435 Berlin,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10439 Berlin,,Prenzlauer Berg,Prenzlauer Berg,17.940530832169227,Pank,Prenz
313,"Co-Living/ all inclusive in möblierter, heller Dachgeschosswohnung mit Terrasse",https://www.immobilienscout24.de/expose/115418288,600.0,290.0,0.0,890.0,1800,5 von 5,28.63,1,1.0,1.0,True,True,,,,,,,,,Wolff + Wolff Immobilien GmbH,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,20.9570380719525,ChWi,Charl
314,"Co-Living/ all inclusive in möblierter, heller Dachgeschosswohnung mit Terrasse",https://www.immobilienscout24.de/expose/115419747,590.0,285.0,0.0,875.0,1770,5 von 5,25.0,1,1.0,1.0,True,True,,,,,,,,,Wolff + Wolff Immobilien GmbH,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,23.6,ChWi,Charl
329,"Wunderschöne 2,5 Zimmer-Wohnung im Wedding!!!",https://www.immobilienscout24.de/expose/114653511,850.0,143.0,0.0,993.0,3 Nettomieten,1 von 4,65.25,"2,5",1.0,1.0,,,1962.0,,Modernisiert,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,166.0,SCHWARZER 5-Sterne-Immobilien Kurfürstendamm 137 137 10711 Berlin,"13347 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13347 Berlin,,Wedding,Wedding,13.026819923371647,Mitt,Weddg
340,Dachgeschoss-Maisonette-Wohnung in traumhafter Lage,https://www.immobilienscout24.de/expose/115634845,2172.0,460.0,0.0,2632.0,6516,2 von 2,148.71,3,2.0,2.0,,True,1930.0,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Confianza Immobilienmanagement GmbH Hohenzollerndamm 110a 14199 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14195 Berlin,,Dahlem,Zehlendorf,14.605608230784748,StZe,Zehld
346,Teilmöbliert im gemütlch grünen Reinickendorf,https://www.immobilienscout24.de/expose/115636751,650.0,195.0,0.0,845.0,3 Monatsmieten,1 von 4,65.0,2,1.0,1.0,,True,1976.0,2020.0,Modernisiert,Zentralheizung,Öl,liegt zur Besichtigung vor,,,Carat 24 Immobilien GmbH Rykestraße 51 10405 Berlin,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13409 Berlin,,Reinickendorf,Reinickendorf,10.0,Rein,Reind
347,Bezugsfertig: möblierte 2-Zimmer-Wohnung Nahe der East Side Gallery,https://www.immobilienscout24.de/expose/115636163,1400.0,400.0,0.0,1400.0,2700.00,2 von 6,45.55,2,1.0,1.0,,,,,Vollständig renoviert,,,liegt vor,,,BLP Investment GmbH Uhlandstraße 4-5 10623 Berlin,"10243 Berlin / Friedrichshain, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10243 Berlin / Friedrichshain,,Friedrichshain,Friedrichshain,30.73545554335895,FrKr,Frhai
376,MÖBLIERT PRENZLAUER BERG,https://www.immobilienscout24.de/expose/115518740,750.0,0.0,0.0,750.0,2,,40.0,1,,,,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10249 Berlin-Prenzlauer Berg, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin-Prenzlauer Berg,,Friedrichshain,Friedrichshain,18.75,FrKr,Frhai
379,MÖBLIERT PRENZLAUER BERG,https://www.immobilienscout24.de/expose/115518614,1050.0,0.0,0.0,1050.0,2,3,56.0,2,,,,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10249 Berlin-Prenzlauer Berg, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin-Prenzlauer Berg,,Friedrichshain,Friedrichshain,18.75,FrKr,Frhai
386,Moderne Dachgeschoss-Wohnung in ruhiger Lage!,https://www.immobilienscout24.de/expose/115538597,1100.0,250.0,0.0,1350.0,3300.00,1 von 2,100.0,3,,2.0,,True,2005.0,,,Gas-Heizung,Erdgas schwer,,Verbrauchsausweis,,Karsten Heidt Immobilien Fürstenwalder Allee 34 12589 Berlin,"12589 Berlin, Rahnsdorf (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12589 Berlin,,Rahnsdorf,Köpenick,11.0,TrKö,Köpen
388,MÖBLIERTE SINGLEOASE NAHE MORITZPLATZ,https://www.immobilienscout24.de/expose/115562846,1000.0,200.0,,1200.0,3 Monatskaltmieten,3,40.0,1,,,True,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10969 Berlin-Kreuzberg, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10969 Berlin-Kreuzberg,,Kreuzberg,Kreuzberg,25.0,FrKr,Kreuz
389,MÖBLIERT PRENZLAUER BERG,https://www.immobilienscout24.de/expose/115588199,1350.0,0.0,0.0,1350.0,2,3,78.0,4,,,,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10249 Berlin-Prenzlauer Berg, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin-Prenzlauer Berg,,Friedrichshain,Friedrichshain,17.307692307692307,FrKr,Frhai
390,MÖBLIERT PRENZLAUER BERG,https://www.immobilienscout24.de/expose/115588201,1550.0,0.0,0.0,1550.0,2,4,88.0,4,,,,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10249 Berlin-Prenzlauer Berg, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin-Prenzlauer Berg,,Friedrichshain,Friedrichshain,17.613636363636363,FrKr,Frhai
392,STILVOLL UND REPRÄSENTATIV - MIT BALKON,https://www.immobilienscout24.de/expose/115596908,1990.0,415.0,0.0,2405.0,3402,4,140.0,4,,,True,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10825 Berlin-Schöneberg, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10825 Berlin-Schöneberg,,Schöneberg,Schöneberg,14.214285714285714,TSch,Schön
393,LUXUS MIT VIEL LICHT -2P- 21/2 JAHRE BEFRISTET,https://www.immobilienscout24.de/expose/115491657,1350.0,140.0,0.0,1490.0,4000,4,60.0,2,,,True,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"14057 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin-Charlottenburg,,Charlottenburg,Charlottenburg,22.5,ChWi,Charl
394,HELL UND HOCHWERTIG - NAHE MAUERPARK,https://www.immobilienscout24.de/expose/115608020,1524.0,205.0,0.0,1729.0,4000,3,91.0,3,,,True,True,,2018.0,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10437 Berlin-Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10437 Berlin-Prenzlauer Berg,,Prenzlauer Berg,Prenzlauer Berg,16.747252747252748,Pank,Prenz
396,Charmant möblierte 2-Zimmer Wohnung,https://www.immobilienscout24.de/expose/115186378,900.0,200.0,0.0,1100.0,3 Nettokalt-Mieten,2 von 2,60.0,2,1.0,1.0,,True,1962.0,,,Zentralheizung,,liegt zur Besichtigung vor,,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"12203 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12203 Berlin,,Lichterfelde,Steglitz,15.0,StZe,Stegl
404,MÖBLIERT PRENZLAUER BERG,https://www.immobilienscout24.de/expose/115354373,850.0,0.0,0.0,850.0,3 Nettokaltmieten,,40.0,1,,,,True,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10249 Berlin-Prenzlauer Berg, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin-Prenzlauer Berg,,Friedrichshain,Friedrichshain,21.25,FrKr,Frhai
405,NEUWERTIG UND MODERN WOHNEN,https://www.immobilienscout24.de/expose/115377166,780.0,147.0,0.0,927.0,3,,52.0,1,,,True,True,2018.0,,,Fußbodenheizung,,,Bedarfsausweis,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10557 Berlin-Tiergarten, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10557 Berlin-Tiergarten,,Tiergarten,Tiergarten,15.0,Mitt,Tierg
407,*Willkommen in Ihrem neuen Zuhause - Erstbezug*,https://www.immobilienscout24.de/expose/115415905,1695.0,350.0,0.0,2095.0,5085.00,4,107.01,4,3.0,2.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Hegner & Möller GmbH Bornholmer Straße 72 10439 Berlin,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13086 Berlin,,Weißensee,Weißensee,15.83964115503224,Pank,Weißs
408,FRISCH SANIERT MIT TERRASSE UND EDLER MÖBLIERUNG,https://www.immobilienscout24.de/expose/115377178,1400.0,0.0,,1400.0,5085.00,,55.0,"1,5",,,,,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10553 Berlin-Tiergarten, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10553 Berlin-Tiergarten,,Tiergarten,Tiergarten,25.454545454545453,Mitt,Tierg
412,Möbliertes Studioapartement nahe dem Kurfürstendamm,https://www.immobilienscout24.de/expose/115422804,970.0,,,970.0,2100,4 von 6,26.13,1,1.0,1.0,True,True,,2019.0,Saniert,,Erdwärme,liegt vor,,,BLP Investment GmbH Uhlandstraße 4-5 10623 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,37.1220818982013,ChWi,Wilmd
