,Adresse,Ortsteil,Straße,Bezirk,Hausnummer,Wohnlage Einstufung
1014,"Parkstraße 34, 13187 Berlin, Pankow (Pankow)",Pankow,Parkstraße,Pank,,
1015,"Wölfertstraße 8, 12101 Berlin, Tempelhof (Tempelhof)",Tempelhof,,TSch,,
1016,"10117 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1017,"Blumberger Damm 8, 12683 Berlin, Biesdorf (Marzahn)",Biesdorf,,MaHe,,
1018,"Parksiedlung Spruch 3 bis 137, 12349 Berlin, Buckow (Neukölln)",Buckow,Parksiedlung Spruch,Neuk,,
1019,"Boxhagener Straße 82a, 10245 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)",Friedrichshain,Boxhagener Straße,FrKr,,
1020,"Medebacher Weg 10, 13507 Berlin, Tegel (Reinickendorf)",Tegel,Medebacher Weg,Rein,,
1021,"Parksiedlung Spruch 3 bis 137, 12349 Berlin, Buckow (Neukölln)",Buckow,Parksiedlung Spruch,Neuk,,
1022,"14089 Berlin, Kladow (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Kladow,,Span,,
1023,"13437 Berlin, Wittenau (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wittenau,,Rein,,
1024,"12623 Berlin, Mahlsdorf (Hellersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Mahlsdorf,,MaHe,,
1025,"Parksiedlung Spruch 3 bis 137, 12349 Berlin, Buckow (Neukölln)",Buckow,Parksiedlung Spruch,Neuk,,
1026,"Blumberger Damm 8, 12683 Berlin, Biesdorf (Marzahn)",Biesdorf,,MaHe,,
1027,"10439 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Pankow,,Pank,,
1028,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1029,"Kopenhagener Str. 13, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,Kopenhagener Straße,Pank,,
1030,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1031,"10317 Berlin, Lichtenberg (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichtenberg,,Lich,,
1032,"Boxhagener Straße 62a, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Boxhagener Straße,FrKr,,
1033,"Septimerstr. 8, 13407 Berlin, Reinickendorf (Reinickendorf)",Reinickendorf,,Rein,,
1036,"Herderstr. 3, 10625 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,,ChWi,,
1038,"10777 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Schöneberg,,TSch,,
1039,"Harzer Straße 106, 12435 Berlin, Neukölln (Neukölln)",Neukölln,Harzer Straße,Neuk,,
1040,"Wernerstraße 6, 14193 Berlin, Grunewald (Wilmersdorf)",Grunewald,,ChWi,,
1041,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1042,"10623 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1043,"Heilbronner Str. 9, 10711 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,,ChWi,,
1044,"Bernauer Straße 130, 13507 Berlin, Tegel (Reinickendorf)",Tegel,Bernauer Straße,Rein,,
1045,"14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1046,"12205 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichterfelde,,StZe,,
1048,"13158 Berlin, Rosenthal (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Rosenthal,,Pank,,
1049,"Herderstr. 3, 10625 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,,ChWi,,
1050,"Glienicker Str. 6, 12557 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1052,"Dänenstraße 6, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1053,"Stolbergstraße 7, 12103 Berlin, Tempelhof (Tempelhof)",Tempelhof,,TSch,,
1054,"Rigaer Straße 2, 10247 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,,FrKr,,
1055,"Am Krusenick 01, 12555 Berlin, Köpenick (Köpenick)",Köpenick,Am Krusenick,TrKö,,
1056,"Metropolitan Park 50, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1057,"Einbecker Str. 53a, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,Einbecker Straße,Lich,,
1058,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1059,"12163 Berlin, Steglitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Steglitz,,StZe,,
1060,"14195 Berlin, Zehlendorf (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Zehlendorf,,StZe,,
1061,"Wexstraße 13-15, 10715 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1062,"Wexstraße 13-15, 10715 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1063,"Randowstraße 8, 13057 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)",Neu-Hohenschönhausen,,Lich,,
1065,"Ritterlandweg 30, 13409 Berlin, Reinickendorf (Reinickendorf)",Reinickendorf,Ritterlandweg,Rein,,
1066,"Hochstrasse 45, 13357 Berlin, Wedding (Wedding)",Wedding,Hochstrasse,Mitt,,
1067,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Mitte,,Mitt,,
1068,"Invalidenstrasse 6, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1069,"Feldstraße 17b, 12207 Berlin, Lichterfelde (Steglitz)",Lichterfelde,Feldstraße,StZe,,
1070,"Alt-Müggelheim 1/1a, 12559 Berlin, Müggelheim (Köpenick)",Müggelheim,Alt-Müggelheim,TrKö,,
1071,"Bleckmannweg 7, 10367 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1072,"Lindauer Alle 7-21, 13407 Berlin, Reinickendorf (Reinickendorf)",Reinickendorf,Lindauer Alle 7-,Rein,,
1073,"Walter-Linse-Str. 6, 12203 Berlin, Lichterfelde (Steglitz)",Lichterfelde,,StZe,,
1076,"Eginhardstraße 7, 10318 Berlin, Karlshorst (Lichtenberg)",Karlshorst,,Lich,,
1077,"Gneisenaustr. 3, 10961 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,,FrKr,,
1078,"Anton-Saefkow-Platz 8, 10369 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1079,"Seumestraße 13a, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Seumestraße,FrKr,,
1080,"Meydenbauerweg 2, 13593 Berlin, Spandau (Spandau)",Spandau,,Span,,
1082,"Mausohrweg 2, 12589 Berlin, Rahnsdorf (Köpenick)",Rahnsdorf,,TrKö,,
1084,"Avenue Charles de Gaulle 7, 13469 Berlin, Wittenau (Reinickendorf)",Wittenau,,Rein,,
1087,"Stephanstraße 6, 10559 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1088,"Finnländische Str. 7, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1090,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1091,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Prenzlauer Berg,,Pank,,
1092,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1093,"Henny-Porten-Str. 2, 12627 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1094,"Gethsemane Straße 6, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1095,"13591 Berlin, Staaken (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Staaken,,Span,,
1096,"Gethsemanestr. 6, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1097,"Alt Stralau 32 D, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Alt-Stralau,FrKr,,
1098,"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1099,"Rathenaustraße 4, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1100,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1101,"Fritz-Lang-Straße 8, 12627 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1102,"Wustrower Straße 9, 13051 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)",Neu-Hohenschönhausen,,Lich,,
1103,"Bernauer Straße 96, 13507 Berlin, Tegel (Reinickendorf)",Tegel,Bernauer Straße,Rein,,
1104,"Mausohrweg 2, 12589 Berlin, Rahnsdorf (Köpenick)",Rahnsdorf,,TrKö,,
1105,"Klinger Straße 2, 12435 Berlin, Plänterwald (Treptow)",Plänterwald,,TrKö,,
1106,"10551 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1107,"10967 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Neukölln,,Neuk,,
1108,"Metropolitan Park 50, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1109,"Kastanienallee 87, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,Kastanienallee,Pank,,
1110,"Metropolitan Park 50, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1111,"Kulbeweg 24a, 13587 Berlin, Spandau (Spandau)",Spandau,Kulbeweg,Span,,
1112,"Voxstraße 1, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1113,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1114,"Brüder-Grimm-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1115,"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1116,"Boxhagenerstraße 62a, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Boxhagener Straße,FrKr,,
1117,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1119,"Turinerstr 47, 13347 Berlin, Wedding (Wedding)",Wedding,Turinerstr,Mitt,,
1120,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Weißensee,,Pank,,
1121,"Westerwaldstr. 1, 13589 Berlin, Spandau (Spandau)",Spandau,,Span,,
1122,"Weinbergsweg 3, 10119 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1123,"12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Johannisthal,,TrKö,,
1124,"Erich-Nehlhans-Str. 21, 10247 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Erich-Nehlhans-Straße,FrKr,,
1125,"Böckhstrasse 32, 10967 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,Böckhstrasse,FrKr,,
1126,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Reinickendorf,,Rein,,
1127,"Tulpenstraße 4, 12203 Berlin, Lichterfelde (Steglitz)",Lichterfelde,,StZe,,
1128,"Gross- Berliner- Damm 132-134, 12489 Berlin, Adlershof (Treptow)",Adlershof,Gross- Berliner- Damm,TrKö,,
1129,"10587 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1130,"10249 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1131,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1132,"12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Johannisthal,,TrKö,,
1133,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1134,"10713 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1135,"Naumburger Ring 6, 12627 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1136,"Reinickendorfer Str. 1, 13347 Berlin, Wedding (Wedding)",Wedding,,Mitt,,
1137,"Am Lokdepot 13, 10965 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,Am Lokdepot,FrKr,,
1138,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1139,"Uhlandstraße 103a, 10715 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,Uhlandstraße,ChWi,,
1140,"13156 Berlin, Niederschönhausen (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Niederschönhausen,,Pank,,
1142,"Otto-Weidt-Platz 12, 10557 Berlin, Britz (Neukölln)",Britz,Otto-Weidt-Platz,Neuk,,
1143,"Halskesteig 7, 13629 Berlin, Siemensstadt (Spandau)",Siemensstadt,,Span,,
1146,"12587 Berlin, Friedrichshagen (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshagen,,TrKö,,
1147,"Goltzstr 13 b, 10781 Berlin, Schöneberg (Schöneberg)",Schöneberg,Goltzstr,TSch,,
1148,"Randowstraße 2, 13057 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)",Neu-Hohenschönhausen,,Lich,,
1151,"Behringstrasse 2, 12437 Berlin, Baumschulenweg (Treptow)",Baumschulenweg,,TrKö,,
1152,"12167 berlin, Steglitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Steglitz,,StZe,,
1153,"14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1154,"Am Lokdepot 13, 10965 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,Am Lokdepot,FrKr,,
1155,"Hauptstr. 169 K-N, 13158 Berlin, Rosenthal (Pankow)",Rosenthal,Hauptstraße,Pank,,
1156,"Adlershofer Straße 1, 12557 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1157,"Dahlmannstr. 8, 10629 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,,ChWi,,
1158,"Walter-Linse-Str. 7 B, 12203 Berlin, Lichterfelde (Steglitz)",Lichterfelde,Walter-Linse-Straße,StZe,,
1160,"Richterstr. 9, 12526 Berlin, Bohnsdorf (Treptow)",Bohnsdorf,,TrKö,,
1161,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1162,"Hagenauer Straße 3, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1163,"Schillerstr. 3A, 13156 Berlin, Niederschönhausen (Pankow)",Niederschönhausen,Schillerstraße,Pank,,
1164,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1165,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1166,"Ruppiner Chaussee 215, 13503 Berlin, Heiligensee (Reinickendorf)",Heiligensee,Ruppiner Chaussee,Rein,,
1167,"Willestraße 7A, 12623 Berlin, Mahlsdorf (Hellersdorf)",Mahlsdorf,Willestraße,MaHe,,
1168,"Plauener Str. 89 c, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Alt-Hohenschönhausen,Plauener Straße,Lich,,
1169,"Plauener Str. 89 a, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Alt-Hohenschönhausen,Plauener Straße,Lich,,
1170,"Wexstraße 14, 10715 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1172,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Prenzlauer Berg,,Pank,,
1173,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Prenzlauer Berg,,Pank,,
1174,"Metropolitan Park 60, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1175,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1176,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1177,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1178,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1179,"Rienzistr 11, 10318 Berlin, Karlshorst (Lichtenberg)",Karlshorst,Rienzistr,Lich,,
1180,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1181,"Lehrtestr 23A, 10557 Berlin, Tiergarten (Tiergarten)",Tiergarten,Lehrtestr,Mitt,,
1182,"Metropolitan Park 52, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1183,"Wexstraße 14, 10715 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1184,"Hildburghauser Straße 5e, 12279 Berlin, Marienfelde (Tempelhof)",Marienfelde,Hildburghauser Straße,TSch,,
1185,"Weißenfelser Str. 4, 12627 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1187,"10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1190,"10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1191,"10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1192,"Berliner Str. 1A, 13507 Berlin, Tegel (Reinickendorf)",Tegel,Berliner Straße,Rein,,
1193,"Niersteiner Straße 3, 14193 Berlin, Grunewald (Wilmersdorf)",Grunewald,,ChWi,,
1194,"Reinickendorfer Str. 2, 13347 Berlin, Wedding (Wedding)",Wedding,,Mitt,,
1195,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Weißensee,,Pank,,
1196,"Reinickendorfer Str. 2, 13347 Berlin, Wedding (Wedding)",Wedding,,Mitt,,
1197,"Hohenzollerndamm 67a, 14199 Berlin, Schmargendorf (Wilmersdorf)",Schmargendorf,Hohenzollerndamm,ChWi,,
1198,"Uhlandstr. 103A, 10715 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,Uhlandstraße,ChWi,,
1199,"Löwenberger Straße 5, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1200,"Löwenberger Straße 5, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1201,"Löwenberger Straße 5, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1202,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1203,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1204,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1205,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1206,"Stralauer Allee 14a, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Stralauer Allee,FrKr,,
1207,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1208,"Albrechtstrasse 83 a, 12167 Berlin, Steglitz (Steglitz)",Steglitz,Albrechtstraße,StZe,,
1209,"Rathenaustraße 4, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1210,"Wexstraße 13, 10825 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1211,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1212,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Mitte,,Mitt,,
1213,"Jüterboger Straße 6, 10965 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,,FrKr,,
1214,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1215,"Klarastraße 6, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1216,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1218,"Klarastraße 5, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1219,"Löwenberger Straße 5, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1220,"Löwenberger Straße 5, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1221,"Löwenberger Straße 5, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1222,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,,Lich,,
1224,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1225,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1226,"Böckhstrasse 32, 10967 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,Böckhstrasse,FrKr,,
1227,"Klingsorstr. 93 C, 12167 Berlin, Steglitz (Steglitz)",Steglitz,Klingsorstraße,StZe,,
1228,"Dörpfeldstraße 5, 12489 Berlin, Adlershof (Treptow)",Adlershof,,TrKö,,
1229,"Dörpfeldstraße 5, 12489 Berlin, Adlershof (Treptow)",Adlershof,,TrKö,,
1230,"Dörpfeldstraße 5, 12489 Berlin, Adlershof (Treptow)",Adlershof,,TrKö,,
1231,"Rosenthaler Weg 24A, 13127 Berlin, Französisch Buchholz (Pankow)",Französisch Buchholz,Rosenthaler Weg,Pank,,
1232,"Böckhstrasse 32, 10967 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,Böckhstrasse,FrKr,,
1233,"Parkstraße 34, 13187 Berlin, Pankow (Pankow)",Pankow,Parkstraße,Pank,,
1234,"Erich-Nehlhans-Str. 19, 10247 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Erich-Nehlhans-Straße,FrKr,,
1235,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Grunewald,,ChWi,,
1237,"Clayallee 225, 14195 Berlin, Dahlem (Zehlendorf)",Dahlem,Clayallee,StZe,,
1239,"Glienicker Straße 65, 12557 Berlin, Köpenick (Köpenick)",Köpenick,Glienicker Straße,TrKö,,
1241,"Wexstraße 13, 10715 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1242,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1243,"14167 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichterfelde,,StZe,,
1246,"Hagenstraße 20a, 14193 Berlin, Grunewald (Wilmersdorf)",Grunewald,Hagenstraße,ChWi,,
1247,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1248,"An der Wuhlheide 228 a, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,An der Wuhlheide,TrKö,,
1249,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1250,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1251,"Sophienstr. 9, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1252,"Sophienstr. 8, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1253,"Mollstraße 3b, 10178 Berlin, Mitte (Mitte)",Mitte,Mollstraße,Mitt,,
1254,"Wexstraße 13, 10825 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1255,"Albrecht-Achilles-Straße 59a, 10709 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,Albrecht-Achilles-Straße,ChWi,,
1256,"Rathenaustraße 7, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1257,"Tabbertstraße 6B, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,Tabbertstraße,TrKö,,
1259,"13353 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wedding,,Mitt,,
1260,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1261,"Trelleborger Straße 5, 13189 Berlin, Pankow (Pankow)",Pankow,,Pank,,
1262,"Trelleborger Straße 5, 13189 Berlin, Pankow (Pankow)",Pankow,,Pank,,
1263,"Kaiserstraße 10, 12209 Berlin, Lichterfelde (Steglitz)",Lichterfelde,Kaiserstraße,StZe,,
1264,"Moselstraße 7-8, 12159 Berlin, Friedenau (Schöneberg)",Friedenau,,TSch,,
1265,"Klaustaler Str. 29 C, 13187 Berlin, Pankow (Pankow)",Pankow,Klaustaler Straße,Pank,,
1267,"Heubnerweg 7, 14059 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,,ChWi,,
1268,"Hubertusstr. 7, 12589 Berlin Rahnsdorf, Rahnsdorf (Köpenick)",Rahnsdorf,,TrKö,,
1270,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
