,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²,straße,bezirk,gebietsstand,hausnummer,buchstabe,wohnlage_einstufung,lage_im_stadtgebiet,ortsteil
274,Sonnenwohnung. Erstbezug.,https://www.immobilienscout24.de/expose/114811745,528.13,65.0,35.8,628.93,158439,,32.5,1,,,True,True,2020.0,,Erstbezug,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Löwenberger Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),7,Lichtenberg,16.250153846153847,Löwenberger Straße,Lich,O,7,U,einfach,D,Lichtenberg
275,4 Wände um Träume zu leben. Erstbezug.,https://www.immobilienscout24.de/expose/114811747,772.41,101.3,55.63,929.34,231723,,50.65,2,,,True,True,2020.0,,Erstbezug,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Löwenberger Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),7,Lichtenberg,15.24995064165844,Löwenberger Straße,Lich,O,7,U,einfach,D,Lichtenberg
276,Stiegenhaus 63. Erstbezug.,https://www.immobilienscout24.de/expose/114811750,1200.0,150.0,78.61,1428.61,3600,,75.0,"2,5",,,True,True,2020.0,,Erstbezug,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Löwenberger Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),7,Lichtenberg,16.0,Löwenberger Straße,Lich,O,7,U,einfach,D,Lichtenberg
277,Stiegenhaus 64. Erstbezug.,https://www.immobilienscout24.de/expose/114811751,1014.3,115.92,58.87,1189.09,30429,,57.96,2,,,True,True,2020.0,,Erstbezug,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Löwenberger Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),7,Lichtenberg,17.5,Löwenberger Straße,Lich,O,7,U,einfach,D,Lichtenberg
278,"Ob Erdgeschoss oder Stiegenhaus, traumhafte Erstbezüge.",https://www.immobilienscout24.de/expose/114759313,1000.94,153.99,76.94,1231.87,300282,,77.0,3,,,True,True,2020.0,,Erstbezug,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Löwenberger Straße 7, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Löwenberger Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),7,Lichtenberg,12.99922077922078,Löwenberger Straße,Lich,O,7,U,einfach,D,Lichtenberg
279,Penthouse Luxus auf 123qm! EBK + Terrasse + Loggia,https://www.immobilienscout24.de/expose/115455244,2410.29,210.58,104.62,2865.49,7230,,123.08,4,,,True,True,2017.0,,Neuwertig,,Fernwärme,,Bedarfsausweis,,BUWOG Immobilien Treuhand GmbH Riegelbachstraße 23 74360 Ilsfeld,"Chausseestraße 7G, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),7,Mitte,19.583116672083197,Chausseestraße,Mitt,O,7,F,gut *,Z,Mitte
280,Gemütliche Neubauwohnung mit Balkon,https://www.immobilienscout24.de/expose/115457905,710.0,100.0,40.0,850.0,2130,1,54.68,2,1.0,1.0,True,True,2018.0,,Erstbezug,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Freiheit 6 13597 Berlin,"Mertensstraße 13e, 13587 Berlin, Spandau (Spandau)",Mertensstraße,13587 Berlin,Spandau (Spandau),13,Spandau,12.984637893196782,Mertensstraße,Span,W,13,U,mittel,D,Spandau
281,Gemütliche Neubauwohnung mit Balkon,https://www.immobilienscout24.de/expose/115457905,710.0,100.0,40.0,850.0,2130,1,54.68,2,1.0,1.0,True,True,2018.0,,Erstbezug,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Freiheit 6 13597 Berlin,"Mertensstraße 13e, 13587 Berlin, Spandau (Spandau)",Mertensstraße,13587 Berlin,Spandau (Spandau),13,Spandau,12.984637893196782,Mertensstraße,Span,W,13,G,mittel,D,Spandau
282,Wohntraum im Grünen,https://www.immobilienscout24.de/expose/115461297,493.06,192.87,0.0,685.93,Kaution: 1479.00,2,50.97,2,,,,,1938.0,,Modernisiert,Fernwärme,Fernwärme,,Bedarfsausweis,,Deutsche Wohnen Gruppe,"Techowpromenade 58, 13437 Berlin, Wittenau (Reinickendorf)",Techowpromenade,13437 Berlin,Wittenau (Reinickendorf),58,Reinickendorf,9.673533451049638,Techowpromenade,Rein,W,58,U,mittel,D,Reinickendorf
283,Wohntraum im Grünen,https://www.immobilienscout24.de/expose/115461297,493.06,192.87,0.0,685.93,Kaution: 1479.00,2,50.97,2,,,,,1938.0,,Modernisiert,Fernwärme,Fernwärme,,Bedarfsausweis,,Deutsche Wohnen Gruppe,"Techowpromenade 58, 13437 Berlin, Wittenau (Reinickendorf)",Techowpromenade,13437 Berlin,Wittenau (Reinickendorf),58,Reinickendorf,9.673533451049638,Techowpromenade,Rein,W,58,G,mittel,D,Reinickendorf
284,*schöne 3 Zimmerwohnung*Balkon*in Karlshorst*,https://www.immobilienscout24.de/expose/115452892,882.36,125.0,150.0,1157.36,2647.08,1,75.48,3,,1.0,,,1996.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Vigor Haus- und Grundstücksverwaltung GmbH Möllendorffstr. 43 10367 Berlin,"Waldowallee 89a, 10318 Berlin, Karlshorst (Lichtenberg)",Waldowallee,10318 Berlin,Karlshorst (Lichtenberg),89,Lichtenberg,11.689984101748808,Waldowallee,Lich,O,89,U,gut,D,Lichtenberg
285,*schöne 3 Zimmerwohnung*Balkon*in Karlshorst*,https://www.immobilienscout24.de/expose/115452892,882.36,125.0,150.0,1157.36,2647.08,1,75.48,3,,1.0,,,1996.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Vigor Haus- und Grundstücksverwaltung GmbH Möllendorffstr. 43 10367 Berlin,"Waldowallee 89a, 10318 Berlin, Karlshorst (Lichtenberg)",Waldowallee,10318 Berlin,Karlshorst (Lichtenberg),89,Lichtenberg,11.689984101748808,Waldowallee,Lich,O,89,G,gut,D,Lichtenberg
286,kernsanierte ruhige Dachgeschosswohnung mit Terrasse,https://www.immobilienscout24.de/expose/115461547,648.0,100.0,0.0,818.0,2647.08,4 von 4,49.87,1,1.0,1.0,,True,1967.0,,,Öl-Heizung,,liegt vor,Verbrauchsausweis,,DEUTSCHER IMMOBILIEN SERVICE Mommsenstr. 55 10629 Berlin,"Amendestraße 95a, 13409 Berlin, Reinickendorf (Reinickendorf)",Amendestraße,13409 Berlin,Reinickendorf (Reinickendorf),95,Reinickendorf,12.993783837978745,Amendestraße,Rein,W,95,F,einfach *,Z,Reinickendorf
287,*3 Zimmerwohnung in Karlshorst*,https://www.immobilienscout24.de/expose/115452424,780.44,93.0,139.0,1012.44,2341.31,,76.14,3,,1.0,,True,1996.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Vigor Haus- und Grundstücksverwaltung GmbH Möllendorffstr. 43 10367 Berlin,"Waldowallee 91, 10318 Berlin, Karlshorst (Lichtenberg)",Waldowallee,10318 Berlin,Karlshorst (Lichtenberg),91,Lichtenberg,10.250065668505385,Waldowallee,Lich,O,91,U,gut,D,Lichtenberg
288,*3 Zimmerwohnung in Karlshorst*,https://www.immobilienscout24.de/expose/115452424,780.44,93.0,139.0,1012.44,2341.31,,76.14,3,,1.0,,True,1996.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Vigor Haus- und Grundstücksverwaltung GmbH Möllendorffstr. 43 10367 Berlin,"Waldowallee 91, 10318 Berlin, Karlshorst (Lichtenberg)",Waldowallee,10318 Berlin,Karlshorst (Lichtenberg),91,Lichtenberg,10.250065668505385,Waldowallee,Lich,O,91,G,gut,D,Lichtenberg
289,Großzügiges Dachgeschoss mit Weitblick am Wasser,https://www.immobilienscout24.de/expose/115436407,541.7,142.0,0.0,683.7,1625.10,4 von 4,60.19,2,1.0,1.0,,True,2003.0,2010.0,Gepflegt,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,Ariane Begall - Finanzierungsvermittlung und Immobilienvermittlung,"Kulbeweg 12, 13587 Berlin, Spandau (Spandau)",Kulbeweg,13587 Berlin,Spandau (Spandau),12,Spandau,8.999833859445092,Kulbeweg,Span,W,12,U,mittel,D,Spandau
290,Großzügiges Dachgeschoss mit Weitblick am Wasser,https://www.immobilienscout24.de/expose/115436407,541.7,142.0,0.0,683.7,1625.10,4 von 4,60.19,2,1.0,1.0,,True,2003.0,2010.0,Gepflegt,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,Ariane Begall - Finanzierungsvermittlung und Immobilienvermittlung,"Kulbeweg 12, 13587 Berlin, Spandau (Spandau)",Kulbeweg,13587 Berlin,Spandau (Spandau),12,Spandau,8.999833859445092,Kulbeweg,Span,W,12,G,mittel,D,Spandau
291,Gefunden! Teilmodernisierte Wohnung,https://www.immobilienscout24.de/expose/115555694,399.36,119.0,,518.36,119808,3,63.39,2,,,,,1910.0,,,Etagenheizung,Gas,,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Rütlistraße 12, 13407 Berlin, Reinickendorf (Reinickendorf)",Rütlistraße,13407 Berlin,Reinickendorf (Reinickendorf),12,Reinickendorf,6.300047326076668,Rütlistraße,Rein,W,12,F,einfach,Z,Reinickendorf
292,Gut gelegene 3-Zimmerwohnung Nähe S-Bahnhof Friedrichstraße,https://www.immobilienscout24.de/expose/115406333,1581.39,165.0,200.0,1946.39,4744.17,3 von 6,117.14,3,2.0,2.0,True,True,1997.0,,Gepflegt,Fernwärme,,liegt vor,Bedarfsausweis,,HIH Property Management GmbH,"Dorotheenstraße 56, 10117 Berlin, Mitte (Mitte)",Dorotheenstraße,10117 Berlin,Mitte (Mitte),56,Mitte,13.5,Dorotheenstraße,Mitt,O,56,U,gut *,Z,Mitte
293,Gut gelegene 3-Zimmerwohnung Nähe S-Bahnhof Friedrichstraße,https://www.immobilienscout24.de/expose/115406333,1581.39,165.0,200.0,1946.39,4744.17,3 von 6,117.14,3,2.0,2.0,True,True,1997.0,,Gepflegt,Fernwärme,,liegt vor,Bedarfsausweis,,HIH Property Management GmbH,"Dorotheenstraße 56, 10117 Berlin, Mitte (Mitte)",Dorotheenstraße,10117 Berlin,Mitte (Mitte),56,Mitte,13.5,Dorotheenstraße,Mitt,O,56,G,gut,Z,Mitte
294,"Vollständig renovierte 1-Zimmer-Wohnung mit Balkon und EBK in Heiligensee (Reinickendorf), Berlin",https://www.immobilienscout24.de/expose/115409707,306.5,100.0,0.0,406.5,930,1 von 2,30.0,1,,1.0,,True,1994.0,,Vollständig renoviert,Zentralheizung,Gas,,,,,"Ruppiner Chaussee 313-315, 13503 Berlin, Heiligensee (Reinickendorf)",Ruppiner Chaussee,13503 Berlin,Heiligensee (Reinickendorf),313,Reinickendorf,10.216666666666667,Ruppiner Chaussee,Rein,W,313,U,mittel *,D,Reinickendorf
295,"Vollständig renovierte 1-Zimmer-Wohnung mit Balkon und EBK in Heiligensee (Reinickendorf), Berlin",https://www.immobilienscout24.de/expose/115409707,306.5,100.0,0.0,406.5,930,1 von 2,30.0,1,,1.0,,True,1994.0,,Vollständig renoviert,Zentralheizung,Gas,,,,,"Ruppiner Chaussee 313-315, 13503 Berlin, Heiligensee (Reinickendorf)",Ruppiner Chaussee,13503 Berlin,Heiligensee (Reinickendorf),313,Reinickendorf,10.216666666666667,Ruppiner Chaussee,Rein,W,313,G,mittel *,D,Reinickendorf
296,Familienwohnung mit EBK! Zum Verlieben!,https://www.immobilienscout24.de/expose/115412408,949.0,212.0,0.0,1161.0,Kaution: 2847.00,4,91.11,4,,,True,,1979.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Alt-Friedrichsfelde 77, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Alt-Friedrichsfelde,10315 Berlin,Friedrichsfelde (Lichtenberg),77,Lichtenberg,10.415980682691252,Alt-Friedrichsfelde,Lich,O,77,F,einfach *,D,Lichtenberg
297,"Vollmöblierte, exklusive 2-Zimmer-Whg. in Spandau, lichtdurchflutet, 400 m bis U-Bahnhof",https://www.immobilienscout24.de/expose/115417167,960.0,170.0,0.0,1130.0,1920,3 von 4,54.0,2,,1.0,,True,,2020.0,Erstbezug nach Sanierung,Gas-Heizung,Gas,liegt vor,,,,"Feldstraße 53, 13585 Berlin-Spandau, Spandau (Spandau)",Feldstraße,13585 Berlin-Spandau,Spandau (Spandau),53,Spandau,17.77777777777778,Feldstraße,Span,W,53,F,einfach *,Z,Spandau
298,"Vollmöblierte, exklusive 2-Zimmer-Whg. in Spandau, lichtdurchflutet, 400 m bis U-Bahnhof",https://www.immobilienscout24.de/expose/115417167,960.0,170.0,0.0,1130.0,1920,3 von 4,54.0,2,,1.0,,True,,2020.0,Erstbezug nach Sanierung,Gas-Heizung,Gas,liegt vor,,,,"Feldstraße 53, 13585 Berlin-Spandau, Spandau (Spandau)",Feldstraße,13585 Berlin-Spandau,Spandau (Spandau),53,Spandau,17.77777777777778,Feldstraße,Span,W,53,F,einfach,Z,Spandau
299,2-Zimmer-Wohnung in Berlin-Tegel,https://www.immobilienscout24.de/expose/115420623,741.0,216.0,0.0,957.0,2223,1 von 4,74.0,2,2.0,1.0,True,,1910.0,2017.0,Gepflegt,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Askanisches Quartier GmbH Dorfstraße 9 13051 Berlin,"Medebacher Weg 10, 13507 Berlin, Tegel (Reinickendorf)",Medebacher Weg,13507 Berlin,Tegel (Reinickendorf),10,Reinickendorf,10.013513513513514,Medebacher Weg,Rein,W,10,U,gut,Z,Reinickendorf
300,"2 Zimmer,Neubau,Erstbezug mit hochwertiger Küche und sehr großer Dachterrasse",https://www.immobilienscout24.de/expose/115381130,1206.11,249.54,0.0,1455.65,3618.33,6 von 6,83.18,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,SMWB Strategien-mit-Weitblick GmbH Papenhuder Straße 30 22087 Hamburg,"Dottistraße 14, 10367 Berlin, Lichtenberg (Lichtenberg)",Dottistraße,10367 Berlin,Lichtenberg (Lichtenberg),14,Lichtenberg,14.499999999999998,Dottistraße,Lich,O,14,F,einfach,Z,Lichtenberg
301,Große Pärchenwohnung mit Balkon und Einbauküche! Nahe Tegeler See!,https://www.immobilienscout24.de/expose/115376572,899.0,206.0,0.0,1105.0,Kaution: 2697.00,1,75.99,3,,,,True,1995.0,,Modernisiert,Zentralheizung,Gas,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Bernauer Straße 130, 13507 Berlin, Tegel (Reinickendorf)",Bernauer Straße,13507 Berlin,Tegel (Reinickendorf),130,Reinickendorf,11.830504013686012,Bernauer Straße,Rein,W,130,U,mittel*,D,Reinickendorf
302,Große Pärchenwohnung mit Balkon und Einbauküche! Nahe Tegeler See!,https://www.immobilienscout24.de/expose/115376572,899.0,206.0,0.0,1105.0,Kaution: 2697.00,1,75.99,3,,,,True,1995.0,,Modernisiert,Zentralheizung,Gas,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Bernauer Straße 130, 13507 Berlin, Tegel (Reinickendorf)",Bernauer Straße,13507 Berlin,Tegel (Reinickendorf),130,Reinickendorf,11.830504013686012,Bernauer Straße,Rein,W,130,G,mittel,D,Reinickendorf
303,Modernes Wohnen im sanierten Denkmal - 2 Zimmer im Ludwig Hoffmann Quartier,https://www.immobilienscout24.de/expose/115344959,490.0,145.0,0.0,635.0,1470,0 von 2,42.39,2,1.0,1.0,,True,2018.0,2018.0,Saniert,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,,Bucher Grundstücksservice GmbH,"Wiltbergstraße 50, 13125 Berlin, Buch (Pankow)",Wiltbergstraße,13125 Berlin,Buch (Pankow),50,Pankow,11.55933003066761,Wiltbergstraße,Pank,O,50,G,mittel *,D,Pankow
304,Modernes Wohnen im sanierten Denkmal - 2 Zimmer im Ludwig Hoffmann Quartier,https://www.immobilienscout24.de/expose/115344959,490.0,145.0,0.0,635.0,1470,0 von 2,42.39,2,1.0,1.0,,True,2018.0,2018.0,Saniert,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,,Bucher Grundstücksservice GmbH,"Wiltbergstraße 50, 13125 Berlin, Buch (Pankow)",Wiltbergstraße,13125 Berlin,Buch (Pankow),50,Pankow,11.55933003066761,Wiltbergstraße,Pank,O,50,U,mittel *,D,Pankow
305,"Hell, geräumig und mit Einbauküche! Einfach toll!",https://www.immobilienscout24.de/expose/115353502,749.0,175.0,0.0,924.0,Kaution: 2247.00,2,58.27,2,,,True,True,1996.0,,Vollständig renoviert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Guyotstraße 39, 13127 Berlin, Französisch Buchholz (Pankow)",Guyotstraße,13127 Berlin,Französisch Buchholz (Pankow),39,Pankow,12.853955723356787,Guyotstraße,Pank,O,39,U,mittel,D,Pankow
306,"Ab sofort! Pärchenwohnung mit Parkett, Fußbodenheizung und Balkon!",https://www.immobilienscout24.de/expose/115353504,729.0,170.0,0.0,899.0,Kaution: 2187.00,3,58.27,2,,,True,,1996.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Guyotstraße 39, 13127 Berlin, Französisch Buchholz (Pankow)",Guyotstraße,13127 Berlin,Französisch Buchholz (Pankow),39,Pankow,12.51072593101081,Guyotstraße,Pank,O,39,U,mittel,D,Pankow
307,Masionette-Dachgeschosswohnung,https://www.immobilienscout24.de/expose/115304689,1065.47,110.0,170.0,1345.47,3196.41,3 von 4,92.65,3,1.0,1.0,,True,1995.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Hausverwaltung & Immobilien Bärbel Haußmann GmbH & Co. KG,"Belowstraße 20, 13403 Berlin, Reinickendorf (Reinickendorf)",Belowstraße,13403 Berlin,Reinickendorf (Reinickendorf),20,Reinickendorf,11.499946033459254,Belowstraße,Rein,W,20,U,einfach,Z,Reinickendorf
308,Masionette-Dachgeschosswohnung,https://www.immobilienscout24.de/expose/115304689,1065.47,110.0,170.0,1345.47,3196.41,3 von 4,92.65,3,1.0,1.0,,True,1995.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Hausverwaltung & Immobilien Bärbel Haußmann GmbH & Co. KG,"Belowstraße 20, 13403 Berlin, Reinickendorf (Reinickendorf)",Belowstraße,13403 Berlin,Reinickendorf (Reinickendorf),20,Reinickendorf,11.499946033459254,Belowstraße,Rein,W,20,G,einfach,Z,Reinickendorf
309,1 Zi. Wohnung mit Wannebad,https://www.immobilienscout24.de/expose/115283848,461.0,99.0,0.0,560.0,Kaution: 1383.00,0,32.28,1,,,,,1911.0,,,Gas-Heizung,,,Bedarfsausweis,,Helvetica Services GmbH Kantstr. 115 10627 Berlin,"Ritterlandweg 30, 13409 Berlin, Reinickendorf (Reinickendorf)",Ritterlandweg,13409 Berlin,Reinickendorf (Reinickendorf),30,Reinickendorf,14.281288723667906,Ritterlandweg,Rein,W,30,U,einfach,Z,Reinickendorf
310,Barrierefreie 4-Zimmer-Wohnung im Neubau,https://www.immobilienscout24.de/expose/115291013,1550.88,174.0,116.0,1840.55,4652.64 (Ratenzahlung möglich),2,116.0,4,,1.0,True,True,2019.0,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH Winckelmannstraße 3-5 12487 Berlin,"Bleckmannweg 7, 10367 Berlin, Lichtenberg (Lichtenberg)",Bleckmannweg,10367 Berlin,Lichtenberg (Lichtenberg),7,Lichtenberg,13.369655172413793,Bleckmannweg,Lich,O,7,F,einfach,Z,Lichtenberg
311,+++ 2-Zimmer-Wohnung im grünen Staaken +++,https://www.immobilienscout24.de/expose/115271266,455.0,129.0,77.0,661.0,1365,0,64.31,2,,,,,1964.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Meydenbauerweg 21, 13593 Berlin, Spandau (Spandau)",Meydenbauerweg,13593 Berlin,Spandau (Spandau),21,Spandau,7.0751049603483125,Meydenbauerweg,Span,W,21,U,mittel,D,Spandau
312,+++ 2-Zimmer-Wohnung im grünen Staaken +++,https://www.immobilienscout24.de/expose/115271266,455.0,129.0,77.0,661.0,1365,0,64.31,2,,,,,1964.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Meydenbauerweg 21, 13593 Berlin, Spandau (Spandau)",Meydenbauerweg,13593 Berlin,Spandau (Spandau),21,Spandau,7.0751049603483125,Meydenbauerweg,Span,W,21,G,mittel,D,Spandau
313,Wohnung in Berlin,https://www.immobilienscout24.de/expose/115271275,516.99,96.74,74.38,688.11,1550.97,1,45.63,2,,,,,2003.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Eginhardstraße 7, 10318 Berlin, Karlshorst (Lichtenberg)",Eginhardstraße,10318 Berlin,Karlshorst (Lichtenberg),7,Lichtenberg,11.330046022353715,Eginhardstraße,Lich,O,7,U,gut,D,Lichtenberg
314,Wohnung in Berlin,https://www.immobilienscout24.de/expose/115271275,516.99,96.74,74.38,688.11,1550.97,1,45.63,2,,,,,2003.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Eginhardstraße 7, 10318 Berlin, Karlshorst (Lichtenberg)",Eginhardstraße,10318 Berlin,Karlshorst (Lichtenberg),7,Lichtenberg,11.330046022353715,Eginhardstraße,Lich,O,7,G,gut,D,Lichtenberg
315,Wohnung in Berlin,https://www.immobilienscout24.de/expose/115271275,516.99,96.74,74.38,688.11,1550.97,1,45.63,2,,,,,2003.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Eginhardstraße 7, 10318 Berlin, Karlshorst (Lichtenberg)",Eginhardstraße,10318 Berlin,Karlshorst (Lichtenberg),7,Lichtenberg,11.330046022353715,Eginhardstraße,Lich,O,7,U,gut*,D,Lichtenberg
316,*** Seniorenwohnen im schönen Spandau ***,https://www.immobilienscout24.de/expose/115278751,373.38,183.29,59.0,615.67,1120.14,,65.39,2,,,,,1967.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Meydenbauerweg 2, 13593 Berlin, Spandau (Spandau)",Meydenbauerweg,13593 Berlin,Spandau (Spandau),2,Spandau,5.710047407860529,Meydenbauerweg,Span,W,2,U,mittel,D,Spandau
317,*** Seniorenwohnen im schönen Spandau ***,https://www.immobilienscout24.de/expose/115278751,373.38,183.29,59.0,615.67,1120.14,,65.39,2,,,,,1967.0,,,,,,,,Hilfswerk-Siedlung GmbH Kirchblick 13 14129 Berlin,"Meydenbauerweg 2, 13593 Berlin, Spandau (Spandau)",Meydenbauerweg,13593 Berlin,Spandau (Spandau),2,Spandau,5.710047407860529,Meydenbauerweg,Span,W,2,G,mittel,D,Spandau
318,Ab Sofort - Wunderschöne Familienwohnung mit Dielen in Tegel!,https://www.immobilienscout24.de/expose/115299063,899.0,250.0,0.0,1149.0,Kaution: 2697.00,2,82.85,3,,,,,1928.0,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Tile-Brügge-Weg 79, 13509 Berlin, Tegel (Reinickendorf)",Tile-Brügge-Weg,13509 Berlin,Tegel (Reinickendorf),79,Reinickendorf,10.850935425467714,Tile-Brügge-Weg,Rein,W,79,U,mittel,D,Reinickendorf
319,Ab Sofort - Wunderschöne Familienwohnung mit Dielen in Tegel!,https://www.immobilienscout24.de/expose/115299063,899.0,250.0,0.0,1149.0,Kaution: 2697.00,2,82.85,3,,,,,1928.0,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Tile-Brügge-Weg 79, 13509 Berlin, Tegel (Reinickendorf)",Tile-Brügge-Weg,13509 Berlin,Tegel (Reinickendorf),79,Reinickendorf,10.850935425467714,Tile-Brügge-Weg,Rein,W,79,G,mittel,D,Reinickendorf
320,Helle Pärchenwohnung mit Wintergarten und Einbauküche!,https://www.immobilienscout24.de/expose/115282288,699.0,196.0,0.0,895.0,Kaution: 2097.00,1,57.84,2,,,,,1996.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"La-Rochelle-Straße 80, 13127 Berlin, Französisch Buchholz (Pankow)",La-Rochelle-Straße,13127 Berlin,Französisch Buchholz (Pankow),80,Pankow,12.0850622406639,La-Rochelle-Straße,Pank,O,80,G,mittel,D,Pankow
321,Helle Pärchenwohnung mit Wintergarten und Einbauküche!,https://www.immobilienscout24.de/expose/115282288,699.0,196.0,0.0,895.0,Kaution: 2097.00,1,57.84,2,,,,,1996.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"La-Rochelle-Straße 80, 13127 Berlin, Französisch Buchholz (Pankow)",La-Rochelle-Straße,13127 Berlin,Französisch Buchholz (Pankow),80,Pankow,12.0850622406639,La-Rochelle-Straße,Pank,O,80,U,mittel,D,Pankow
322,1 Zimmerwohnung Neubau Erstbezug mit Terrasse! Fußbodenheizung und Wannenbad,https://www.immobilienscout24.de/expose/115270052,463.65,105.38,0.0,569.03,1390.95,0 von 4,42.15,1,1.0,1.0,True,,2019.0,,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,gewobeWohnungswirtschaftliche Beteiligungsgesellschaft mbH Kurfürstenstr. 26 10785 Berlin,"Avenue Charles de Gaulle 7, 13469 Berlin, Wittenau (Reinickendorf)",Avenue Charles de Gaulle,13469 Berlin,Wittenau (Reinickendorf),7,Reinickendorf,11.0,Avenue Charles de Gaulle,Rein,W,7,U,mittel,D,Reinickendorf
